-999,-999,-999,-999,-999,-999,-999
2,0,0,-1.5,-1.5,0,0
3,0,0,-1.5,-1.5,0,0
4,0,0,-1.5,-1.5,0,0
5,0,0,-1.5,-1.5,0,0
6,0,0,-1.5,-1.5,0,0
7,0,0,-1.5,-1.5,0,0
8,0,0,-1.5,-1.5,0,0
9,0,0,-1.5,-1.5,0,0
10,0,0,-1.5,-1.5,0,0
11,0,0,-1.5,-1.5,0,0
12,-0.16,-0.02,0,0.031,-0.20272,0.01737
13,-0.20272,0.01737,0,0.031,-0.17879,0.036627
14,-0.17879,0.036627,0,0.031,-0.090201,-0.023205
15,-0.090201,-0.023205,0,0.031,0.010829,-0.24279
16,0.010829,-0.24279,0,0.031,0.080298,-0.40241
17,0.080298,-0.40241,0,0.031,0.094178,-0.24204
18,0.094178,-0.24204,0,0.031,0.084444,-0.1017
19,0.084444,-0.1017,0,0.031,0.089072,-0.0013839
20,0.089072,-0.0013839,0,0.031,0.11204,-0.081085
21,0.11204,-0.081085,0,0.031,0.11132,-0.1208
22,0.11132,-0.1208,0,0.031,0.072903,-0.14054
23,0.072903,-0.14054,0,0.031,-0.019238,-0.1203
24,-0.019238,-0.1203,0,0.031,-0.14712,-6.6237e-05
25,-0.14712,-6.6237e-05,0,0.031,-0.25875,0.08015
26,-0.25875,0.08015,0,0.031,-0.29816,-0.019648
27,-0.29816,-0.019648,0,0.031,-0.26535,0.00054138
28,-0.26535,0.00054138,0,0.031,-0.23234,-0.13928
29,-0.23234,-0.13928,0,0.031,-0.25514,-0.25911
30,-0.25514,-0.25911,0,0.031,-0.30777,-0.37896
31,-0.30777,-0.37896,0,0.031,-0.32223,-0.19881
32,-0.32223,-0.19881,0,0.031,-0.27653,-0.13868
33,-0.27653,-0.13868,0,0.031,-0.23669,-0.078548
34,-0.23669,-0.078548,0,0.031,-0.24071,-0.018428
35,-0.24071,-0.018428,0,0.031,-0.25261,-0.018315
36,-0.25261,-0.018315,0,0.031,-0.27039,0.0017905
37,-0.27039,0.0017905,0,0.031,-0.28805,0.12189
38,-0.28805,0.12189,0,0.031,-0.32161,0.001982
39,-0.32161,0.001982,0,0.031,-0.35307,-0.11793
40,-0.35307,-0.11793,0,0.031,-0.38044,-0.31785
41,-0.38044,-0.31785,0,0.031,-0.37772,-0.19777
42,-0.37772,-0.19777,0,0.031,-0.36692,-0.1977
43,-0.36692,-0.1977,0,0.031,-0.38805,-0.11764
44,-0.38805,-0.11764,0,0.031,-0.39311,-0.23757
45,-0.39311,-0.23757,0,0.031,-0.38809,-0.057514
46,-0.38809,-0.057514,0,0.031,-0.40902,0.022541
47,-0.40902,0.022541,0,0.031,-0.47589,-0.11741
48,-0.47589,-0.11741,0,0.031,-0.5587,-0.17736
49,-0.5587,-0.17736,0,0.031,-0.62946,-0.33731
50,-0.62946,-0.33731,0,0.031,-0.69418,-0.33727
51,-0.69418,-0.33727,0,0.031,-0.74885,-0.25723
52,-0.74885,-0.25723,0,0.031,-0.81147,-0.097195
53,-0.81147,-0.097195,0,0.031,-0.88806,-0.23716
54,-0.88806,-0.23716,0,0.031,-0.96461,-0.17713
55,-0.96461,-0.17713,0,0.031,-1.0271,-0.077097
56,-1.0271,-0.077097,0,0.031,-1.0916,-0.037068
57,-1.0916,-0.037068,0,0.031,-1.1581,-0.13704
58,-1.1581,-0.13704,0,0.031,-1.1945,-0.23702
59,-1.1945,-0.23702,0,0.031,-1.2189,-0.17699
60,-1.2189,-0.17699,0,0.031,-1.2573,-0.11697
61,-1.2573,-0.11697,0,0.031,-1.3176,-0.17695
62,-1.3176,-0.17695,0,0.031,-1.3379,-0.23693
63,-1.3379,-0.23693,0,0.031,-1.3162,-0.27691
64,-1.3162,-0.27691,0,0.031,-1.2745,-0.13689
65,-1.2745,-0.13689,0,0.031,-1.2148,-0.076879
66,-1.2148,-0.076879,0,0.031,-1.131,-0.15686
67,-1.131,-0.15686,0,0.031,-1.0453,-0.19685
68,-1.0453,-0.19685,0,0.031,-0.9655,-0.15684
69,-0.9655,-0.15684,0,0.031,-0.89171,-0.15682
70,-0.89171,-0.15682,0,0.031,-0.8359,-0.11681
71,-0.8359,-0.11681,0,0.031,-0.82209,-0.2168
72,-0.82209,-0.2168,0,0.031,-0.85626,-0.13679
73,-0.85626,-0.13679,0,0.031,-0.91842,0.023218
74,-0.91842,0.023218,0,0.031,-0.99657,0.043226
75,-0.99657,0.043226,0,0.031,-1.0827,0.023235
76,-1.0827,0.023235,0,0.031,-0.98605,-0.98758
77,-0.98605,-0.98758,0,1.531,-0.79119,-2.2883
78,-0.79119,-2.2883,0.5,1.531,-0.62681,-3.2312
79,-0.62681,-3.2312,0.5,1.531,-0.51097,-3.4173
80,-0.51097,-3.4173,0.5,1.531,-0.39083,-3.3835
81,-0.39083,-3.3835,0.5,1.531,-0.24974,-3.4084
82,-0.24974,-3.4084,0.5,1.531,-0.080585,-3.2742
83,-0.080585,-3.2742,0.5,1.531,0.13562,-3.0609
84,0.13562,-3.0609,0.5,1.531,0.36794,-3.1884
85,0.36794,-3.1884,0.5,1.531,0.58546,-3.3568
86,0.58546,-3.3568,0.5,1.531,0.74538,-3.4858
87,0.74538,-3.4858,0.5,1.531,0.88489,-3.3156
88,0.88489,-3.3156,0.5,1.531,1.0173,-3.226
89,1.0173,-3.226,0.5,1.531,1.1379,-3.237
90,1.1379,-3.237,0.5,1.531,1.22,-3.2286
91,1.22,-3.2286,0.5,1.531,1.263,-3.2007
92,1.263,-3.2007,0.5,1.531,1.2865,-3.0333
93,1.2865,-3.0333,0.5,1.531,1.3298,-3.0064
94,1.3298,-3.0064,0.5,1.531,1.3444,-3.1199
95,1.3444,-3.1199,0.5,1.531,1.3079,-3.1738
96,1.3079,-3.1738,0.5,1.531,1.2619,-3.1281
97,1.2619,-3.1281,0.5,1.531,1.192,-3.0427
98,1.192,-3.0427,0.5,1.531,1.0677,-3.0377
99,1.0677,-3.0377,0.5,1.531,0.93674,-3.0531
100,0.93674,-3.0531,0.5,1.531,0.85075,-3.0687
101,0.85075,-3.0687,0.5,1.531,0.81542,-3.1045
102,0.81542,-3.1045,0.5,1.531,0.80046,-3.1007
103,0.80046,-3.1007,0.5,1.531,0.7916,-3.0371
