-999,-999,-999,-999,-999,-999,-999
2,0,0,-1.5,-1.5,0,0
3,0,0,-1.5,-1.5,0,0
4,0,0,-1.5,-1.5,0,0
5,0,0,-1.5,-1.5,0,0
6,0,0,-1.5,-1.5,0,0
7,0,0,-1.5,-1.5,0,0
8,0,0,-1.5,-1.5,0,0
9,0,0,-1.5,-1.5,0,0
10,0,0,-1.5,-1.5,0,0
11,0,0,-1.5,-1.5,0,0
12,-0.301,0.43,0,0.024,-0.05736,0.0067799
13,-0.05736,0.0067799,0,0.024,0.13952,-0.048304
14,0.13952,-0.048304,0,0.024,0.34121,0.072665
15,0.34121,0.072665,0,0.024,0.66544,-0.16664
16,0.66544,-0.16664,0,0.024,0.52494,-0.20613
17,0.52494,-0.20613,0,0.024,0.3228,-0.28577
18,0.3228,-0.28577,0,0.024,0.2178,-0.21758
19,0.2178,-0.21758,0,0.024,0.13948,-0.29805
20,0.13948,-0.29805,0.5,-0.476,-0.093163,-0.27529
21,-0.093163,-0.27529,0.5,-0.476,-0.36184,-0.27609
22,-0.36184,-0.27609,0.5,-0.476,-0.39163,-0.34401
23,-0.39163,-0.34401,0.5,-0.476,0.0079406,-0.38418
24,0.0079406,-0.38418,0.5,-0.476,0.43916,-0.29874
25,0.43916,-0.29874,0.5,-0.476,0.56425,-0.26925
26,0.56425,-0.26925,0.5,-0.476,0.37213,-0.35685
27,0.37213,-0.35685,0.5,-0.476,0.052485,-0.58233
28,0.052485,-0.58233,0.5,-0.476,-0.50082,-0.64629
29,-0.50082,-0.64629,0.5,-0.476,-1.0007,-0.52915
30,-1.0007,-0.52915,0.5,-0.476,-1.2939,-0.43122
31,-1.2939,-0.43122,0.5,-0.476,-1.2608,-0.53271
32,-1.2608,-0.53271,0.5,-0.476,-0.99062,-0.69379
33,-0.99062,-0.69379,0.5,-0.476,-0.66553,-0.65456
34,-0.66553,-0.65456,0.5,-0.476,-0.70607,-0.63513
35,-0.70607,-0.63513,0.5,-0.476,-1.0992,-0.49553
36,-1.0992,-0.49553,0.5,-0.476,-1.4403,-0.51583
37,-1.4403,-0.51583,0.5,-0.476,-1.6627,-0.63604
38,-1.6627,-0.63604,0.5,-0.476,-1.7602,-0.69619
39,-1.7602,-0.69619,0.5,-0.476,-1.7023,-0.6363
40,-1.7023,-0.6363,0.5,-0.476,-1.497,-0.59638
41,-1.497,-0.59638,0.5,-0.476,-1.484,-0.55644
42,-1.484,-0.55644,0.5,-0.476,-1.5853,-0.55648
43,-1.5853,-0.55648,0.5,-0.476,-1.5348,-0.63651
44,-1.5348,-0.63651,0.5,-0.476,-1.2704,-0.63653
45,-1.2704,-0.63653,0.5,-0.476,-1.1142,-0.61655
46,-1.1142,-0.61655,0.5,-0.476,-1.222,-0.59656
47,-1.222,-0.59656,0.5,-0.476,-1.2418,-0.63657
48,-1.2418,-0.63657,0.5,-0.476,-1.2937,-0.51657
49,-1.2937,-0.51657,0.5,-0.476,-1.3537,-0.51658
50,-1.3537,-0.51658,0.5,-0.476,-1.3716,-0.21409
51,-1.3716,-0.21409,0.5,-0.476,-0.87426,0.2984
52,-0.87426,0.2984,-1,0.524,0.028258,0.80788
53,0.028258,0.80788,-1,0.524,1.2822,0.83396
54,1.2822,0.83396,-1,0.524,2.2485,0.87605
55,2.2485,0.87605,-1,0.524,2.9653,0.9609
56,2.9653,0.9609,-1,0.524,3.8539,0.89328
57,3.8539,0.89328,-1,0.524,4.9181,0.97667
58,4.9181,0.97667,-1,0.524,5.4137,1.0936
59,5.4137,1.0936,-1,0.524,5.1003,1.0258
60,5.1003,1.0258,-1,0.524,4.526,1.0346
61,4.526,1.0346,-1,0.524,4.1349,0.98092
62,4.1349,0.98092,-1,0.524,3.7775,0.96551
63,3.7775,0.96551,-1,0.524,3.6177,0.88883
64,3.6177,0.88883,-1,0.524,3.8513,1.0312
65,3.8513,1.0312,-1,0.524,4.3382,1.253
66,4.3382,1.253,-1,0.524,4.6552,1.2942
67,4.6552,1.2942,-1,0.524,4.9098,0.9433
68,4.9098,0.9433,-1,0.524,5.027,0.66
69,5.027,0.66,-1,1.024,5.4257,0.26773
70,5.4257,0.26773,-1,1.024,6.0817,0.24982
71,6.0817,0.24982,-1,1.024,6.7894,0.42896
72,6.7894,0.42896,-1,1.024,7.5306,0.56279
73,7.5306,0.56279,-1,1.024,7.9584,0.49277
74,7.9584,0.49277,-1,1.024,7.951,0.33998
75,7.951,0.33998,-1,1.024,8.0514,0.62518
76,8.0514,0.62518,-1,1.024,8.79,0.58894
77,8.79,0.58894,-1,1.024,9.4603,0.45166
78,9.4603,0.45166,-1,1.024,9.7093,0.27362
79,9.7093,0.27362,-1,1.024,9.7795,0.47504
80,9.7795,0.47504,-1,1.024,9.9322,0.59606
81,9.9322,0.59606,-1,1.024,9.9438,0.5168
82,9.9438,0.5168,-1,1.024,9.9168,0.49733
83,9.9168,0.49733,-1,1.024,10.13,0.63771
84,10.13,0.63771,-1,1.024,10.566,0.71799
85,10.566,0.71799,-1,1.024,10.67,0.55819
86,10.67,0.55819,-1,1.024,10.276,0.37834
87,10.276,0.37834,-1,1.024,9.6601,0.35844
88,9.6601,0.35844,-1,1.024,9.1528,0.25852
89,9.1528,0.25852,-1,1.024,8.6179,0.39857
90,8.6179,0.39857,-1,1.024,8.3572,0.45861
91,8.3572,0.45861,-1,1.024,8.3287,0.41864
92,8.3287,0.41864,-1,1.024,8.3104,0.29866
93,8.3104,0.29866,-1,1.024,8.4421,0.25868
94,8.4421,0.25868,-1,1.024,8.6779,0.31869
95,8.6779,0.31869,-1,1.024,8.7998,0.2387
96,8.7998,0.2387,-1,1.024,8.7757,0.098701
97,8.7757,0.098701,-1,1.024,8.8797,0.11871
98,8.8797,0.11871,-1,1.024,8.8036,0.11871
99,8.8036,0.11871,-1,1.024,8.7156,0.31871
100,8.7156,0.31871,-1,1.024,8.7935,0.61871
101,8.7935,0.61871,-1,1.024,9.1855,0.35871
102,9.1855,0.35871,-1,1.024,9.4255,0.21871
103,9.4255,0.21871,-1,1.024,9.0615,-0.25696
104,9.0615,-0.25696,-1,1.024,7.8151,-0.84851
105,7.8151,-0.84851,0.5,0.524,5.6051,-1.6272
106,5.6051,-1.6272,0.5,0.524,3.1343,-1.7303
